Annotation_Label,CL_Label,CL_ID,CL_Match
enterocyte of epithelium of small intestine,enterocyte of epithelium of small intestine,CL:1000334,
enterocyte of epithelium of intestinal villus,enterocyte of epithelium of intestinal villus,CL:1000335,
enterocyte of epithelium of duodenal gland,enterocyte of epithelium of duodenal gland,CL:1000337,
enterocyte of epithelium of crypt of Lieberkuhn of small intestine,enterocyte of epithelium of crypt of Lieberkuhn of small intestine,CL:1000338,
enterocyte of epithelium proper of small intestine,enterocyte of epithelium proper of small intestine,CL:1000339,
enterocyte of epithelium proper of duodenum,enterocyte of epithelium proper of duodenum,CL:1000340,
enterocyte of epithelium proper of jejunum,enterocyte of epithelium proper of jejunum,CL:1000341,
enterocyte of epithelium proper of ileum,enterocyte of epithelium proper of ileum,CL:1000342,
paneth cell of epithelium of small intestine,paneth cell of epithelium of small intestine,CL:1000343,
paneth cell of epithelium proper of small intestine,paneth cell of epithelium proper of small intestine,CL:1000344,
paneth cell of epithelium of crypt of Lieberkuhn of small intestine,paneth cell of epithelium of crypt of Lieberkuhn of small intestine,CL:1000345,
enterocyte of epithelium proper of large intestine,enterocyte of epithelium proper of large intestine,CL:1000346,
enterocyte of colon,enterocyte of colon,CL:1000347,
basal cell of epithelium of trachea,basal cell of epithelium of trachea,CL:1000348,
basal cell of epithelium of bronchus,basal cell of epithelium of bronchus,CL:1000349,
basal cell of epithelium of terminal bronchiole,basal cell of epithelium of terminal bronchiole,CL:1000350,
basal cell of epithelium of respiratory bronchiole,basal cell of epithelium of respiratory bronchiole,CL:1000351,
basal cell of epithelium of lobular bronchiole,basal cell of epithelium of lobular bronchiole,CL:1000352,
microfold cell of epithelium of small intestine,microfold cell of epithelium of small intestine,CL:1000353,
microfold cell of epithelium of intestinal villus,microfold cell of epithelium of intestinal villus,CL:1000354,
microfold cell of epithelium proper of small intestine,microfold cell of epithelium proper of small intestine,CL:1000355,
microfold cell of epithelium proper of duodenum,microfold cell of epithelium proper of duodenum,CL:1000356,
microfold cell of epithelium proper of jejunum,microfold cell of epithelium proper of jejunum,CL:1000357,
microfold cell of epithelium proper of ileum,microfold cell of epithelium proper of ileum,CL:1000358,
microfold cell of epithelium proper of appendix,microfold cell of epithelium proper of appendix,CL:1000359,
microfold cell of epithelium proper of large intestine,microfold cell of epithelium proper of large intestine,CL:1000360,
transitional myocyte of interatrial septum,transitional myocyte of interatrial septum,CL:1000361,
transitional myocyte of interventricular septum,transitional myocyte of interventricular septum,CL:1000362,
transitional myocyte of atrial branch of anterior internodal tract,transitional myocyte of atrial branch of anterior internodal tract,CL:1000363,
transitional myocyte of anterior internodal tract,transitional myocyte of anterior internodal tract,CL:1000364,
transitional myocyte of atrial septal branch of anterior internodal tract,transitional myocyte of atrial septal branch of anterior internodal tract,CL:1000365,
transitional myocyte of middle internodal tract,transitional myocyte of middle internodal tract,CL:1000366,
transitional myocyte of posterior internodal tract,transitional myocyte of posterior internodal tract,CL:1000367,
transitional myocyte of anterior division of left branch of atrioventricular bundle,transitional myocyte of anterior division of left branch of atrioventricular bundle,CL:1000368,
transitional myocyte of septal division of left branch of atrioventricular bundle,transitional myocyte of septal division of left branch of atrioventricular bundle,CL:1000369,
transitional myocyte of left branch of atrioventricular bundle,transitional myocyte of left branch of atrioventricular bundle,CL:1000370,
transitional myocyte of right branch of atrioventricular bundle,transitional myocyte of right branch of atrioventricular bundle,CL:1000371,
transitional myocyte of atrial part of atrioventricular bundle,transitional myocyte of atrial part of atrioventricular bundle,CL:1000372,
transitional myocyte of ventricular part of atrioventricular bundle,transitional myocyte of ventricular part of atrioventricular bundle,CL:1000373,
transitional myocyte of posterior division of left branch of atrioventricular bundle,transitional myocyte of posterior division of left branch of atrioventricular bundle,CL:1000374,
myocardial endocrine cell of septal division of left branch of atrioventricular bundle,myocardial endocrine cell of septal division of left branch of atrioventricular bundle,CL:1000375,
Purkinje myocyte of interventricular septum,Purkinje myocyte of interventricular septum,CL:1000376,
dense-core granulated cell of epithelium of trachea,dense-core granulated cell of epithelium of trachea,CL:1000377,
type 1 vestibular sensory cell of stato-acoustic epithelium,type 1 vestibular sensory cell of stato-acoustic epithelium,CL:1000378,
type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,CL:1000379,
type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth,type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth,CL:1000380,
type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth,type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth,CL:1000381,
type 2 vestibular sensory cell of stato-acoustic epithelium,type 2 vestibular sensory cell of stato-acoustic epithelium,CL:1000382,
type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,CL:1000383,
type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth,type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth,CL:1000384,
type 2 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth,type 2 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth,CL:1000385,
melanocyte of eyelid,melanocyte of eyelid,CL:1000391,
myoepithelial cell of intralobular lactiferous duct,myoepithelial cell of intralobular lactiferous duct,CL:1000394,
endothelial cell of venous sinus of red pulp of spleen,endothelial cell of venous sinus of red pulp of spleen,CL:1000397,
endothelial cell of hepatic sinusoid,endothelial cell of hepatic sinusoid,CL:1000398,
epithelial cell of appendix,epithelial cell of appendix,CL:1000405,
myocyte of sinoatrial node,myocyte of sinoatrial node,CL:1000409,
myocyte of atrioventricular node,myocyte of atrioventricular node,CL:1000410,
endothelial cell of Peyer's patch,endothelial cell of Peyer's patch,CL:1000411,
endothelial cell of arteriole,endothelial cell of arteriole,CL:1000412,
endothelial cell of artery,endothelial cell of artery,CL:1000413,
endothelial cell of venule,endothelial cell of venule,CL:1000414,
epithelial cell of gallbladder,epithelial cell of gallbladder,CL:1000415,
myoepithelial cell of sweat gland,myoepithelial cell of sweat gland,CL:1000417,
myoepithelial cell of lactiferous alveolus,myoepithelial cell of lactiferous alveolus,CL:1000418,
myoepithelial cell of lactiferous duct,myoepithelial cell of lactiferous duct,CL:1000419,
myoepithelial cell of terminal lactiferous duct,myoepithelial cell of terminal lactiferous duct,CL:1000420,
chromaffin cell of paraaortic body,chromaffin cell of paraaortic body,CL:1000424,
chromaffin cell of paraganglion,chromaffin cell of paraganglion,CL:1000425,
chromaffin cell of adrenal gland,chromaffin cell of adrenal gland,CL:1000426,
adrenal cortex chromaffin cell,adrenal cortex chromaffin cell,CL:1000427,
stem cell of epidermis,stem cell of epidermis,CL:1000428,
conjunctival epithelial cell,conjunctival epithelial cell,CL:1000432,
epithelial cell of lacrimal canaliculus,epithelial cell of lacrimal canaliculus,CL:1000433,
epithelial cell of external acoustic meatus,epithelial cell of external acoustic meatus,CL:1000434,
epithelial cell of lacrimal duct,epithelial cell of lacrimal duct,CL:1000435,
epithelial cell of lacrimal sac,epithelial cell of lacrimal sac,CL:1000436,
epithelial cell of nasolacrimal duct,epithelial cell of nasolacrimal duct,CL:1000437,
epithelial cell of wall of inferior part of anal canal,epithelial cell of wall of inferior part of anal canal,CL:1000438,
epithelial cell of viscerocranial mucosa,epithelial cell of viscerocranial mucosa,CL:1000441,
urothelial cell of trigone of urinary bladder,urothelial cell of trigone of urinary bladder,CL:1000442,
ciliary muscle cell,ciliary muscle cell,CL:1000443,
mesothelial cell of anterior chamber of eye,mesothelial cell of anterior chamber of eye,CL:1000444,
myoepithelial cell of dilator pupillae,myoepithelial cell of dilator pupillae,CL:1000445,
epithelial cell of stratum germinativum of esophagus,epithelial cell of stratum germinativum of esophagus,CL:1000447,
epithelial cell of sweat gland,epithelial cell of sweat gland,CL:1000448,
epithelial cell of nephron,epithelial cell of nephron,CL:1000449,
epithelial cell of glomerular capsule,epithelial cell of glomerular capsule,CL:1000450,
parietal epithelial cell,parietal epithelial cell,CL:1000452,
epithelial cell of intermediate tubule,epithelial cell of intermediate tubule,CL:1000453,
kidney collecting duct epithelial cell,kidney collecting duct epithelial cell,CL:1000454,
mesothelial cell of parietal peritoneum,mesothelial cell of parietal peritoneum,CL:1000456,
mesothelial cell of visceral peritoneum,mesothelial cell of visceral peritoneum,CL:1000457,
melanocyte of skin,melanocyte of skin,CL:1000458,
chromaffin cell of ovary,chromaffin cell of ovary,CL:1000465,
chromaffin cell of right ovary,chromaffin cell of right ovary,CL:1000466,
chromaffin cell of left ovary,chromaffin cell of left ovary,CL:1000467,
myoepithelial cell of acinus of lactiferous gland,myoepithelial cell of acinus of lactiferous gland,CL:1000468,
myoepithelial cell of main lactiferous duct,myoepithelial cell of main lactiferous duct,CL:1000469,
myoepithelial cell of primary lactiferous duct,myoepithelial cell of primary lactiferous duct,CL:1000470,
myoepithelial cell of secondary lactiferous duct,myoepithelial cell of secondary lactiferous duct,CL:1000471,
myoepithelial cell of tertiary lactiferous duct,myoepithelial cell of tertiary lactiferous duct,CL:1000472,
myoepithelial cell of quarternary lactiferous duct,myoepithelial cell of quarternary lactiferous duct,CL:1000473,
cardiac pacemaker cell of sinoatrial node,cardiac pacemaker cell of sinoatrial node,CL:1000477,
transitional myocyte of sinoatrial node,transitional myocyte of sinoatrial node,CL:1000478,
Purkinje myocyte of atrioventricular node,Purkinje myocyte of atrioventricular node,CL:1000479,
transitional myocyte of internodal tract,transitional myocyte of internodal tract,CL:1000480,
transitional myocyte of atrioventricular bundle,transitional myocyte of atrioventricular bundle,CL:1000481,
myocardial endocrine cell of interventricular septum,myocardial endocrine cell of interventricular septum,CL:1000482,
Purkinje myocyte of internodal tract,Purkinje myocyte of internodal tract,CL:1000483,
Purkinje myocyte of atrioventricular bundle,Purkinje myocyte of atrioventricular bundle,CL:1000484,
basal cell of urothelium,basal cell of urothelium,CL:1000486,
smooth muscle cell of prostate,smooth muscle cell of prostate,CL:1000487,
cholangiocyte,cholangiocyte,CL:1000488,
reticular cell of splenic cord,reticular cell of splenic cord,CL:1000489,
mesothelial cell of peritoneum,mesothelial cell of peritoneum,CL:1000490,
mesothelial cell of pleura,mesothelial cell of pleura,CL:1000491,
mesothelial cell of parietal pleura,mesothelial cell of parietal pleura,CL:1000492,
mesothelial cell of visceral pleura,mesothelial cell of visceral pleura,CL:1000493,
nephron tubule epithelial cell,nephron tubule epithelial cell,CL:1000494,
small intestine goblet cell,small intestine goblet cell,CL:1000495,
kidney cell,kidney cell,CL:1000497,
kidney interstitial cell,kidney interstitial cell,CL:1000500,
kidney medulla cell,kidney medulla cell,CL:1000504,
kidney pelvis cell,kidney pelvis cell,CL:1000505,
kidney tubule cell,kidney tubule cell,CL:1000507,
kidney glomerular epithelial cell,kidney glomerular epithelial cell,CL:1000510,
kidney medulla collecting duct epithelial cell,kidney medulla collecting duct epithelial cell,CL:1000546,
kidney inner medulla collecting duct epithelial cell,kidney inner medulla collecting duct epithelial cell,CL:1000547,
kidney outer medulla collecting duct epithelial cell,kidney outer medulla collecting duct epithelial cell,CL:1000548,
kidney cortex collecting duct epithelial cell,kidney cortex collecting duct epithelial cell,CL:1000549,
kidney papillary duct principal epithelial cell,kidney papillary duct principal epithelial cell,CL:1000550,
inner renal cortex cell,inner renal cortex cell,CL:1000596,
papillary tips cell,papillary tips cell,CL:1000597,
lower urinary tract cell,lower urinary tract cell,CL:1000600,
ureteral cell,ureteral cell,CL:1000601,
kidney nerve cell,kidney nerve cell,CL:1000606,
kidney corpuscule cell,kidney corpuscule cell,CL:1000612,
kidney cortex tubule cell,kidney cortex tubule cell,CL:1000615,
kidney outer medulla cell,kidney outer medulla cell,CL:1000616,
kidney inner medulla cell,kidney inner medulla cell,CL:1000617,
juxtaglomerular complex cell,juxtaglomerular complex cell,CL:1000618,
kidney cortex interstitial cell,kidney cortex interstitial cell,CL:1000681,
kidney medulla interstitial cell,kidney medulla interstitial cell,CL:1000682,
kidney interstitial myofibroblast,kidney interstitial myofibroblast,CL:1000691,
kidney interstitial fibroblast,kidney interstitial fibroblast,CL:1000692,
kidney interstitial fibrocyte,kidney interstitial fibrocyte,CL:1000693,
kidney interstitial alternatively activated macrophage,kidney interstitial alternatively activated macrophage,CL:1000695,
kidney interstitial inflammatory macrophage,kidney interstitial inflammatory macrophage,CL:1000696,
kidney interstitial suppressor macrophage,kidney interstitial suppressor macrophage,CL:1000697,
kidney resident macrophage,kidney resident macrophage,CL:1000698,
kidney resident dendritic cell,kidney resident dendritic cell,CL:1000699,
kidney pelvis smooth muscle cell,kidney pelvis smooth muscle cell,CL:1000702,
kidney pelvis urothelial cell,kidney pelvis urothelial cell,CL:1000703,
ureter urothelial cell,ureter urothelial cell,CL:1000706,
ureter adventitial cell,ureter adventitial cell,CL:1000708,
kidney cortex collecting duct principal cell,kidney cortex collecting duct principal cell,CL:1000714,
kidney cortex collecting duct intercalated cell,kidney cortex collecting duct intercalated cell,CL:1000715,
kidney outer medulla collecting duct principal cell,kidney outer medulla collecting duct principal cell,CL:1000716,
kidney outer medulla collecting duct intercalated cell,kidney outer medulla collecting duct intercalated cell,CL:1000717,
kidney inner medulla collecting duct principal cell,kidney inner medulla collecting duct principal cell,CL:1000718,
kidney inner medulla collecting duct intercalated cell,kidney inner medulla collecting duct intercalated cell,CL:1000719,
kidney papillary duct intercalated cell,kidney papillary duct intercalated cell,CL:1000720,
kidney papillary duct principal cell,kidney papillary duct principal cell,CL:1000721,
glomerular mesangial cell,glomerular mesangial cell,CL:1000742,
glomerular cell,glomerular cell,CL:1000746,
kidney connecting tubule epithelial cell,kidney connecting tubule epithelial cell,CL:1000768,
kidney inner medulla interstitial cell,kidney inner medulla interstitial cell,CL:1000803,
kidney outer medulla interstitial cell,kidney outer medulla interstitial cell,CL:1000804,
kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,
kidney proximal straight tubule epithelial cell,kidney proximal straight tubule epithelial cell,CL:1000839,
kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,
macula densa epithelial cell,macula densa epithelial cell,CL:1000850,
kidney blood vessel cell,kidney blood vessel cell,CL:1000854,
kidney arterial blood vessel cell,kidney arterial blood vessel cell,CL:1000891,
kidney capillary endothelial cell,kidney capillary endothelial cell,CL:1000892,
kidney venous blood vessel cell,kidney venous blood vessel cell,CL:1000893,
kidney loop of Henle epithelial cell,kidney loop of Henle epithelial cell,CL:1000909,
ureter smooth muscle cell,ureter smooth muscle cell,CL:1000979,
glomerular capillary endothelial cell,glomerular capillary endothelial cell,CL:1001005,
kidney afferent arteriole cell,kidney afferent arteriole cell,CL:1001006,
kidney efferent arteriole cell,kidney efferent arteriole cell,CL:1001009,
kidney loop of Henle ascending limb epithelial cell,kidney loop of Henle ascending limb epithelial cell,CL:1001016,
kidney loop of Henle descending limb epithelial cell,kidney loop of Henle descending limb epithelial cell,CL:1001021,
peritubular capillary endothelial cell,peritubular capillary endothelial cell,CL:1001033,
vasa recta cell,vasa recta cell,CL:1001036,
kidney cortex artery cell,kidney cortex artery cell,CL:1001045,
kidney cortex vein cell,kidney cortex vein cell,CL:1001052,
kidney artery smooth muscle cell,kidney artery smooth muscle cell,CL:1001064,
kidney arteriole smooth muscle cell,kidney arteriole smooth muscle cell,CL:1001066,
kidney venous system smooth muscle cell,kidney venous system smooth muscle cell,CL:1001068,
kidney afferent arteriole endothelial cell,kidney afferent arteriole endothelial cell,CL:1001096,
kidney afferent arteriole smooth muscle cell,kidney afferent arteriole smooth muscle cell,CL:1001097,
kidney efferent arteriole endothelial cell,kidney efferent arteriole endothelial cell,CL:1001099,
kidney efferent arteriole smooth muscle cell,kidney efferent arteriole smooth muscle cell,CL:1001100,
kidney loop of Henle thick ascending limb epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,
kidney loop of Henle thin ascending limb epithelial cell,kidney loop of Henle thin ascending limb epithelial cell,CL:1001107,
kidney loop of Henle medullary thick ascending limb epithelial cell,kidney loop of Henle medullary thick ascending limb epithelial cell,CL:1001108,
kidney loop of Henle cortical thick ascending limb epithelial cell,kidney loop of Henle cortical thick ascending limb epithelial cell,CL:1001109,
kidney loop of Henle thin descending limb epithelial cell,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,
kidney outer medulla peritubular capillary cell,kidney outer medulla peritubular capillary cell,CL:1001123,
kidney cortex peritubular capillary cell,kidney cortex peritubular capillary cell,CL:1001124,
inner renal medulla vasa recta cell,inner renal medulla vasa recta cell,CL:1001126,
outer renal medulla vasa recta cell,outer renal medulla vasa recta cell,CL:1001127,
vasa recta ascending limb cell,vasa recta ascending limb cell,CL:1001131,
arcuate artery cell,arcuate artery cell,CL:1001135,
interlobular artery cell,interlobular artery cell,CL:1001138,
arcuate vein cell,arcuate vein cell,CL:1001142,
interlobular vein cell,interlobular vein cell,CL:1001145,
inner medulla vasa recta ascending limb cell,inner medulla vasa recta ascending limb cell,CL:1001209,
outer medulla vasa recta ascending limb cell,outer medulla vasa recta ascending limb cell,CL:1001210,
arcuate artery endothelial cell,arcuate artery endothelial cell,CL:1001213,
arcuate artery smooth muscle cell,arcuate artery smooth muscle cell,CL:1001214,
interlobulary artery endothelial cell,interlobulary artery endothelial cell,CL:1001216,
interlobulary artery smooth muscle cell,interlobulary artery smooth muscle cell,CL:1001217,
arcuate vein endothelial cell,arcuate vein endothelial cell,CL:1001220,
arcuate vein smooth muscle cell,arcuate vein smooth muscle cell,CL:1001221,
interlobulary vein endothelial cell,interlobulary vein endothelial cell,CL:1001223,
interlobulary vein smooth muscle cell,interlobulary vein smooth muscle cell,CL:1001224,
kidney collecting duct cell,kidney collecting duct cell,CL:1001225,
vasa recta descending limb cell,vasa recta descending limb cell,CL:1001285,
inner medulla vasa recta descending limb cell,inner medulla vasa recta descending limb cell,CL:1001286,
outer medulla vasa recta descending limb cell,outer medulla vasa recta descending limb cell,CL:1001287,
renal interstitial pericyte,renal interstitial pericyte,CL:1001318,
bladder cell,bladder cell,CL:1001319,
urethra cell,urethra cell,CL:1001320,
bladder urothelial cell,bladder urothelial cell,CL:1001428,
urethra urothelial cell,urethra urothelial cell,CL:1001430,
kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,
kidney collecting duct intercalated cell,kidney collecting duct intercalated cell,CL:1001432,
epithelial cell of exocrine pancreas,epithelial cell of exocrine pancreas,CL:1001433,
olfactory bulb interneuron,olfactory bulb interneuron,CL:1001434,
periglomerular cell,periglomerular cell,CL:1001435,
hair-tylotrich neuron,hair-tylotrich neuron,CL:1001436,
hair-down neuron,hair-down neuron,CL:1001437,
sensory neuron of dorsal root ganglion,sensory neuron of dorsal root ganglion,CL:1001451,
medium spiny neuron,medium spiny neuron,CL:1001474,
mitral cell,mitral cell,CL:1001502,
olfactory bulb tufted cell,olfactory bulb tufted cell,CL:1001503,
parvocellular neurosecretory cell,parvocellular neurosecretory cell,CL:1001505,
glycinergic neuron,glycinergic neuron,CL:1001509,
intestinal enteroendocrine cell,intestinal enteroendocrine cell,CL:1001516,
stomach enteroendocrine cell,stomach enteroendocrine cell,CL:1001517,
vomeronasal sensory neuron,vomeronasal sensory neuron,CL:1001561,
lung endothelial cell,lung endothelial cell,CL:1001567,
pulmonary artery endothelial cell,pulmonary artery endothelial cell,CL:1001568,
hippocampal interneuron,hippocampal interneuron,CL:1001569,
hippocampal pyramidal neuron,hippocampal pyramidal neuron,CL:1001571,
colon endothelial cell,colon endothelial cell,CL:1001572,
nasopharyngeal epithelial cell,nasopharyngeal epithelial cell,CL:1001573,
uterine cervix squamous cell,uterine cervix squamous cell,CL:1001575,
oral mucosa squamous cell,oral mucosa squamous cell,CL:1001576,
tonsil squamous cell,tonsil squamous cell,CL:1001577,
vagina squamous cell,vagina squamous cell,CL:1001578,
cerebral cortex glial cell,cerebral cortex glial cell,CL:1001579,
hippocampal glial cell,hippocampal glial cell,CL:1001580,
lateral ventricle glial cell,lateral ventricle glial cell,CL:1001581,
lateral ventricle neuron,lateral ventricle neuron,CL:1001582,
appendix glandular cell,appendix glandular cell,CL:1001585,
mammary gland glandular cell,mammary gland glandular cell,CL:1001586,
uterine cervix glandular cell,uterine cervix glandular cell,CL:1001587,
colon glandular cell,colon glandular cell,CL:1001588,
duodenum glandular cell,duodenum glandular cell,CL:1001589,
epididymis glandular cell,epididymis glandular cell,CL:1001590,
oviduct glandular cell,oviduct glandular cell,CL:1001591,
gallbladder glandular cell,gallbladder glandular cell,CL:1001592,
parathyroid glandular cell,parathyroid glandular cell,CL:1001593,
rectum glandular cell,rectum glandular cell,CL:1001595,
salivary gland glandular cell,salivary gland glandular cell,CL:1001596,
seminal vesicle glandular cell,seminal vesicle glandular cell,CL:1001597,
small intestine glandular cell,small intestine glandular cell,CL:1001598,
pancreas exocrine glandular cell,pancreas exocrine glandular cell,CL:1001599,
adrenal gland glandular cell,adrenal gland glandular cell,CL:1001601,
cerebral cortex endothelial cell,cerebral cortex endothelial cell,CL:1001602,
lung macrophage,lung macrophage,CL:1001603,
foreskin keratinocyte,foreskin keratinocyte,CL:1001606,
articular chondrocyte,articular chondrocyte,CL:1001607,
foreskin fibroblast,foreskin fibroblast,CL:1001608,
muscle fibroblast,muscle fibroblast,CL:1001609,
bone marrow hematopoietic cell,bone marrow hematopoietic cell,CL:1001610,
cerebellar neuron,cerebellar neuron,CL:1001611,
epidermal melanocyte,epidermal melanocyte,CL:2000000,
peripheral blood mononuclear cell,peripheral blood mononuclear cell,CL:2000001,
decidual cell,decidual cell,CL:2000002,
pituitary gland cell,pituitary gland cell,CL:2000004,
brain macroglial cell,brain macroglial cell,CL:2000005,
tonsil germinal center B cell,tonsil germinal center B cell,CL:2000006,
articular chondrocyte of knee joint,articular chondrocyte of knee joint,CL:2000007,
microvascular endothelial cell,microvascular endothelial cell,CL:2000008,
dermis blood vessel endothelial cell,dermis blood vessel endothelial cell,CL:2000010,
dermis lymphatic vessel endothelial cell,dermis lymphatic vessel endothelial cell,CL:2000011,
fibroblast of pedal digit skin,fibroblast of pedal digit skin,CL:2000012,
fibroblast of skin of abdomen,fibroblast of skin of abdomen,CL:2000013,
fibroblast of upper leg skin,fibroblast of upper leg skin,CL:2000014,
fibroblast of arm,fibroblast of arm,CL:2000015,
lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,
fibroblast of peridontal ligament,fibroblast of peridontal ligament,CL:2000017,
endothelial cell of coronary artery,endothelial cell of coronary artery,CL:2000018,
compound eye photoreceptor cell,compound eye photoreceptor cell,CL:2000019,
inner cell mass cell,inner cell mass cell,CL:2000020,
sebaceous gland cell,sebaceous gland cell,CL:2000021,
cardiac septum cell,cardiac septum cell,CL:2000022,
spinal cord ventral column interneuron,spinal cord ventral column interneuron,CL:2000023,
spinal cord medial motor column neuron,spinal cord medial motor column neuron,CL:2000024,
spinal cord oligodendrocyte,spinal cord oligodendrocyte,CL:2000025,
cerebellum basket cell,cerebellum basket cell,CL:2000027,
cerebellum glutamatergic neuron,cerebellum glutamatergic neuron,CL:2000028,
central nervous system neuron,central nervous system neuron,CL:2000029,
hypothalamus cell,hypothalamus cell,CL:2000030,
lateral line ganglion neuron,lateral line ganglion neuron,CL:2000031,
peripheral nervous system neuron,peripheral nervous system neuron,CL:2000032,
limb basal cell of epidermis,limb basal cell of epidermis,CL:2000033,
anterior lateral line neuromast hair cell,anterior lateral line neuromast hair cell,CL:2000034,
anterior lateral line neuromast mantle cell,anterior lateral line neuromast mantle cell,CL:2000035,
anterior lateral line neuromast supporting cell,anterior lateral line neuromast supporting cell,CL:2000036,
posterior lateral line neuromast hair cell,posterior lateral line neuromast hair cell,CL:2000037,
posterior lateral line neuromast mantle cell,posterior lateral line neuromast mantle cell,CL:2000038,
posterior lateral line neuromast supporting cell,posterior lateral line neuromast supporting cell,CL:2000039,
bladder microvascular endothelial cell,bladder microvascular endothelial cell,CL:2000040,
dermis microvascular lymphatic vessel endothelial cell,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,
embryonic fibroblast,embryonic fibroblast,CL:2000042,
brain pericyte,brain pericyte,CL:2000043,
brain microvascular endothelial cell,brain microvascular endothelial cell,CL:2000044,
foreskin melanocyte,foreskin melanocyte,CL:2000045,
ventricular cardiac muscle cell,ventricular cardiac muscle cell,CL:2000046,
brainstem motor neuron,brainstem motor neuron,CL:2000047,
anterior horn motor neuron,anterior horn motor neuron,CL:2000048,
primary motor cortex pyramidal cell,primary motor cortex pyramidal cell,CL:2000049,
splenic fibroblast,splenic fibroblast,CL:2000051,
umbilical artery endothelial cell,umbilical artery endothelial cell,CL:2000052,
splenic endothelial cell,splenic endothelial cell,CL:2000053,
hepatic pit cell,hepatic pit cell,CL:2000054,
liver dendritic cell,liver dendritic cell,CL:2000055,
Meynert cell,Meynert cell,CL:2000056,
femural osteoblast,femural osteoblast,CL:2000057,
calvarial osteoblast,calvarial osteoblast,CL:2000058,
prostate gland microvascular endothelial cell,prostate gland microvascular endothelial cell,CL:2000059,
placental villous trophoblast,placental villous trophoblast,CL:2000060,
placental amniotic mesenchymal stromal cell,placental amniotic mesenchymal stromal cell,CL:2000061,
placental villus capillary endothelial cell,placental villus capillary endothelial cell,CL:2000062,
ovarian fibroblast,ovarian fibroblast,CL:2000063,
ovarian surface epithelial cell,ovarian surface epithelial cell,CL:2000064,
ovarian microvascular endothelial cell,ovarian microvascular endothelial cell,CL:2000065,
cardiac ventricle fibroblast,cardiac ventricle fibroblast,CL:2000066,
cardiac atrium fibroblast,cardiac atrium fibroblast,CL:2000067,
pericardium fibroblast,pericardium fibroblast,CL:2000068,
gallbladder fibroblast,gallbladder fibroblast,CL:2000069,
optic choroid fibroblast,optic choroid fibroblast,CL:2000070,
mammary microvascular endothelial cell,mammary microvascular endothelial cell,CL:2000071,
adipose microvascular endothelial cell,adipose microvascular endothelial cell,CL:2000072,
migratory cardiac neural crest cell,migratory cardiac neural crest cell,CL:2000073,
splenocyte,splenocyte,CL:2000074,
anterior visceral endoderm cell,anterior visceral endoderm cell,CL:2000075,
hindlimb stylopod vein endothelial cell,hindlimb stylopod vein endothelial cell,CL:2000076,
skeletal muscle tissue of pectoralis major striated muscle cell,skeletal muscle tissue of pectoralis major striated muscle cell,CL:2000077,
placental pericyte,placental pericyte,CL:2000078,
mesenchymal stem cell of femoral bone marrow,mesenchymal stem cell of femoral bone marrow,CL:2000079,
mesenchymal stem cell of abdominal adipose tissue,mesenchymal stem cell of abdominal adipose tissue,CL:2000080,
melanocyte of skin of face,melanocyte of skin of face,CL:2000081,
melanocyte of foreskin,melanocyte of foreskin,CL:2000082,
hair follicle dermal papilla cell of scalp,hair follicle dermal papilla cell of scalp,CL:2000083,
conjunctiva goblet cell,conjunctiva goblet cell,CL:2000084,
mononuclear cell of umbilical cord,mononuclear cell of umbilical cord,CL:2000085,
neocortex basket cell,neocortex basket cell,CL:2000086,
dentate gyrus of hippocampal formation basket cell,dentate gyrus of hippocampal formation basket cell,CL:2000087,
Ammon's horn basket cell,Ammon's horn basket cell,CL:2000088,
dentate gyrus of hippocampal formation granule cell,dentate gyrus granule cell,CL:2000089,
dentate gyrus of hippocampal formation stellate cell,dentate gyrus of hippocampal formation stellate cell,CL:2000090,
endometrial microvascular endothelial cell,endometrial microvascular endothelial cell,CL:2000091,
hair follicular keratinocyte,hair follicular keratinocyte,CL:2000092,
bronchus fibroblast of lung,bronchus fibroblast of lung,CL:2000093,
nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa,nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa,CL:2000094,
